customer_id,gender,birth_year
734009,female,1991
734076,male,1996
734418,male,1951
734700,male,1955
734919,male,1979
734989,male,1985
735367,male,1986
735493,female,1994
735621,male,1990
735873,male,1979
735898,male,1986
735916,,
735935,male,1995
735948,male,1968
735991,male,1949
736004,female,1955
736048,male,1991
736059,male,1998
736191,female,1977
736567,male,1967
736612,female,1984
737205,,
737213,male,1994
737417,,
737463,male,1970
737543,female,1984
737623,male,1982
737782,male,1994
737826,female,1959
737896,male,1992
737950,male,1987
738221,female,1979
738283,female,1979
738394,male,1967
738592,female,1987
738616,female,1963
738626,male,1986
738703,female,1964
738712,male,1977
739788,female,1980
739892,male,1976
740549,male,1944
740610,male,1996
740729,male,1982
740917,male,1970
740919,female,1955
741047,male,1993
741202,female,1983
741212,male,1962
741249,male,1983
741250,male,1981
741557,female,1984
741664,male,1974
741759,female,1976
741771,male,1979
741944,male,1966
741953,female,1977
741965,female,1976
742276,male,1970
742395,male,1988
742404,male,1954
742413,male,1983
742463,male,1971
742665,female,1989
742810,male,1978
742878,,
742915,male,1986
743017,female,1972
743079,male,1976
743108,male,1979
743121,female,1982
743292,male,1983
743770,female,1985
744029,female,1989
744152,male,1984
744204,female,1978
744481,male,1990
744482,male,1989
744678,male,1982
744748,male,1981
744909,male,1991
745096,male,1961
745189,male,1966
745514,female,1995
745527,female,1947
745567,male,1992
745700,male,1975
745753,male,1995
745995,female,1971
746019,male,1981
746117,male,1952
746122,female,1984
746305,female,1975
746331,male,1983
746547,female,1989
746752,female,1962
746785,female,1980
746791,male,1958
746926,male,1973
747135,male,1990
747139,male,1991
747342,male,1994
747810,male,1971
747812,female,1990
747881,female,1994
748030,male,1972
748222,female,1998
748238,female,1985
748291,,
748429,female,1971
748746,female,1993
748835,male,1958
748883,,
748895,female,1977
749017,male,1961
749036,female,1990
749348,male,1985
749376,female,1982
749396,male,1983
749596,male,1964
749651,male,1961
749767,male,1984
749771,male,1982
749782,male,1969
749841,female,1975
749966,male,1956
749981,male,1971
750050,,
750055,male,1976
750058,male,1973
750225,male,1961
750462,male,1969
750482,female,1990
750519,male,1982
750587,male,1986
750665,male,1986
750686,female,1982
750724,male,1994
750812,male,1984
750908,female,1982
751197,male,1984
751233,male,1967
751293,female,1976
751425,female,1964
751890,male,1985
751962,male,1980
752032,female,1977
752056,male,1979
752185,female,1993
752217,female,1996
752240,male,1993
752318,female,1991
752380,female,1982
752462,female,1979
752529,male,1996
752634,male,1995
752724,male,1995
752731,female,1995
752782,male,1987
752784,male,1990
752898,male,1987
753411,male,1987
753522,male,1992
753530,male,1993
753575,male,1984
753968,female,1965
754001,male,1984
754118,male,1974
754200,male,1955
754230,female,1996
754231,male,1945
754242,male,1948
754360,male,1987
754408,male,1978
754412,male,1981
754425,male,1997
754474,male,1958
754585,male,1987
754714,male,1974
754724,male,1973
755331,female,1988
755334,male,1980
755588,male,1964
755612,male,1979
755991,male,1984
756037,male,1973
756129,male,1969
756176,male,1987
756288,female,1972
756380,male,1990
756752,male,1983
756819,male,1986
756823,female,1985
756861,male,1993
756867,,
756882,female,1971
757005,male,1979
757114,male,1978
757195,female,1972
757284,female,1979
757372,male,1985
757411,male,1971
757414,female,1976
757451,male,1978
757506,male,1992
757508,male,1976
757511,male,1985
757534,male,1969
757559,male,1979
757615,male,1960
757628,male,1970
757684,female,1983
757886,male,1971
758078,male,1948
758080,male,1975
758158,female,1983
758211,male,1978
758541,male,1974
758701,female,1963
758849,male,1977
758874,male,1979
759170,male,1975
